"2021.fnp-1.19","Joint abstractive and extractive method for long financial document summarization","2021","-1","-1","4","0","6339","nadhem zmandar","Proceedings of the 3rd Financial Narrative Processing Workshop","0"
"2021.fnp-1.22","The Financial Narrative Summarisation Shared Task {FNS} 2021","2021","-1","-1","3","0","6339","nadhem zmandar","Proceedings of the 3rd Financial Narrative Processing Workshop","0"
"2021.clpsych-1.1","Understanding who uses {R}eddit: Profiling individuals with a self-reported bipolar disorder diagnosis","2021","-1","-1","3","0","11557","glorianna jagfeld","Proceedings of the Seventh Workshop on Computational Linguistics and Clinical Psychology: Improving Access","0"
"2020.parlaclarin-1.5","Unfinished Business: Construction and Maintenance of a Semantically Tagged Historical Parliamentary Corpus, {UK} {H}ansard from 1803 to the present day","2020","0","0","2","0","15750","matthew coole","Proceedings of the Second ParlaCLARIN Workshop","0"
"2020.nlpcovid19-acl.16","{COVID-19} and {Arabic} {Twitter}: How can {Arab} World Governments and Public Health Organizations Learn from Social Media?","2020","-1","-1","2","1","16195","lama alsudias","Proceedings of the 1st Workshop on {NLP} for {COVID-19} at {ACL} 2020","0"
"2020.lrec-1.383","{L}exi{DB}: Patterns {\\&} Methods for Corpus Linguistic Database Management","2020","0","0","2","0","15750","matthew coole","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"2020.lrec-1.596","Developing an {A}rabic Infectious Disease Ontology to Include Non-Standard Terminology","2020","0","0","2","1","16195","lama alsudias","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"2020.lrec-1.855","Infrastructure for Semantic Annotation in the Genomics Domain","2020","0","0","10","1","6326","mahmoud elhaj","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"W19-5604","Classifying Information Sources in {A}rabic {T}witter to Support Online Monitoring of Infectious Diseases","2019","0","0","2","1","16195","lama alsudias","Proceedings of the 3rd Workshop on Arabic Corpus Linguistics","0"
"W19-4332","Leveraging Pre-Trained Embeddings for {W}elsh Taggers","2019","0","0","4","0","18304","ignatius ezeani","Proceedings of the 4th Workshop on Representation Learning for NLP (RepL4NLP-2019)","0"
"P19-1281","{FIESTA}: Fast {I}d{E}ntification of State-of-The-Art models using adaptive bandit algorithms","2019","0","1","4","0","25705","henry moss","Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics","1"
"L18-1158","Towards a {W}elsh Semantic Annotation System","2018","9","0","2","1","17869","scott piao","Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018)","0"
"L18-1573","{A}rabic Dialect Identification in the Context of Bivalency and Code-Switching","2018","0","3","2","1","6326","mahmoud elhaj","Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018)","0"
"L18-1726","Profiling Medical Journal Articles Using a Gene Ontology Semantic Tagger","2018","0","0","2","1","6326","mahmoud elhaj","Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018)","0"
"C18-1097","Bringing replication and reproduction together with generalisability in {NLP}: Three reproduction studies for Target Dependent Sentiment Analysis","2018","32","1","2","1","3934","andrew moore","Proceedings of the 27th International Conference on Computational Linguistics","0"
"C18-1252","Using {J}-{K}-fold Cross Validation To Reduce Variance When Tuning {NLP} Models","2018","25","2","3","0","25705","henry moss","Proceedings of the 27th International Conference on Computational Linguistics","0"
"W17-1908","Creating and Validating Multilingual Semantic Representations for Six Languages: Expert versus Non-Expert Crowds","2017","24","0","2","1","6326","mahmoud elhaj","Proceedings of the 1st Workshop on Sense, Concept and Entity Representations and their Applications","0"
"S17-2095","{L}ancaster A at {S}em{E}val-2017 Task 5: Evaluation metrics matter: predicting sentiment from financial news headlines","2017","12","3","2","1","3934","andrew moore","Proceedings of the 11th International Workshop on Semantic Evaluation ({S}em{E}val-2017)","0"
"L16-1038","{OSMAN} â A Novel {A}rabic Readability Metric","2016","0","3","2","1","6326","mahmoud elhaj","Proceedings of the Tenth International Conference on Language Resources and Evaluation ({LREC}'16)","0"
"L16-1287","Learning Tone and Attribution for Financial Text Mining","2016","0","1","2","1","6326","mahmoud elhaj","Proceedings of the Tenth International Conference on Language Resources and Evaluation ({LREC}'16)","0"
"L16-1289","{UPPC} - {U}rdu Paraphrase Plagiarism Corpus","2016","11","3","2","0","35021","muhammad sharjeel","Proceedings of the Tenth International Conference on Language Resources and Evaluation ({LREC}'16)","0"
"L16-1416","Lexical Coverage Evaluation of Large-scale Multilingual Semantic Lexicons for Twelve Languages","2016","11","6","2","1","17869","scott piao","Proceedings of the Tenth International Conference on Language Resources and Evaluation ({LREC}'16)","0"
