borin-etal-2010-diabase,elenius-etal-2008-language,0,\N,Missing
borin-etal-2010-diabase,fillmore-etal-2002-framenet,0,\N,Missing
borin-etal-2010-diabase,W04-2607,0,\N,Missing
D17-1107,P16-2094,0,0.0553127,"Missing"
D17-1107,borin-etal-2012-korp,0,0.0216362,"n word. Has this word been visited yet? Have any later words been visited? No Yes No First-pass first fixation Later-pass first fixation Yes Multi-fixation Re-fixation Table 3: Four types of fixations two texts using the Sparv annotation tool2 (Borin et al., 2016). Specifically, each word was lemmatized and labeled with its part-of-speech (POS). We assign a frequency value for each word lemma according to the number of times it occurs (per one million words) in the “Modern” language section of the Korp Swedish language corpus3 , which contained 10.7 billion word tokens at the time of writing (Borin et al., 2012). These frequency values are POS-disambiguated. We then partition the frequency values into high and low frequencies, with a threshold of 20 occurrences per million words. This threshold was chosen 2 https://spraakbanken.gu.se/eng/ research/infrastructure/sparv 3 https://spraakbanken.gu.se/eng/ korp-info We then define an augmented feature set, hereafter Biondi+word, which takes into account these word-level annotations. Specifically, we create new features corresponding to each of the fixationbased baseline features. (The original feature set also includes saccade amplitude, the computation o"
D17-1107,W14-3204,0,0.0739583,"Missing"
D17-1107,J15-4001,0,0.0278096,"Missing"
D17-1107,W15-5123,1,0.894142,"Missing"
E99-1035,C92-1027,0,0.535504,"Missing"
E99-1035,1992.tmi-1.11,0,0.00891671,"tic, finite-state, level recognizer, (Abney, 1996). Moreover, there is also the possibility of grouping words and/or part-of-speech tags using morphological and semantic criteria. 3.2 G r a m m a r Rules Some of the most important groups include: • N o u n P h r a s e s , Grammar0: the number of patterns in grammar0 is 180, divided in six different groups, depending on the length and complexity of the patterns. A large number of (parallel) coordination rules are also implemented at this level, depending on the similarity of the conjuncts with respect to several different characteristics, (cf. Nagao, 1992). • P r e p o s i t i o n a l P h r a s e s , Grammar1: the majority of prepositional phrases are noun Proceedings of EACL &apos;99 phrases preceded by a preposition. Trapped adverbials, belonging to the noun phrase and not identified while applying grammar0, are merged within the np. Both simple and multiword prepositions are used. • Verbal Groups, Grammar2: identifies and labels phrasal, non-phrasal, and complex verbal formations. The rules allow for any number of auxiliary verbs, possible intervening adverbs, and end with a main verb or particle. A distinction is made between finite/infinite act"
