2020.lrec-1.154,Cross-domain Author Gender Classification in {B}razilian {P}ortuguese,2020,-1,-1,2,0,16912,rafael dias,Proceedings of the 12th Language Resources and Evaluation Conference,0,"Author profiling models predict demographic characteristics of a target author based on the text that they have written. Systems of this kind will often follow a single-domain approach, in which the model is trained from a corpus of labelled texts in a given domain, and it is subsequently validated against a test corpus built from precisely the same domain. Although single-domain settings are arguably ideal, this strategy gives rise to the question of how to proceed when no suitable training corpus (i.e., a corpus that matches the test domain) is available. To shed light on this issue, this paper discusses a cross-domain gender classification task based on four domains (Facebook, crowd sourced opinions, Blogs and E-gov requests) in the Brazilian Portuguese language. A number of simple gender classification models using word- and psycholinguistics-based features alike are introduced, and their results are compared in two kinds of cross-domain setting: first, by making use of a single text source as training data for each task, and subsequently by combining multiple sources. Results confirm previous findings related to the effects of corpus size and domain similarity in English, and pave the way for further studies in the field."
2020.lrec-1.750,Searching {B}razilian {T}witter for Signs of Mental Health Issues,2020,-1,-1,3,0,18108,wesley santos,Proceedings of the 12th Language Resources and Evaluation Conference,0,"Depression and related mental health issues are often reflected in the language employed by the individuals who suffer from these conditions and, accordingly, research in Natural Language Processing (NLP) and related fields have developed an increasing number of studies devoted to their recognition in social media text. Some of these studies have also attempted to go beyond recognition by focusing on the early signs of these illnesses, and by analysing the users{'} publication history over time to potentially prevent further harm. The two kinds of study are of course overlapping, and often make use of supervised machine learning methods based on annotated corpora. However, as in many other fields, existing resources are largely devoted to English NLP, and there is little support for these studies in under resourced languages.To bridge this gap, in this paper we describe the initial steps towards building a novel resource of this kind - a corpus intended to support both the recognition of mental health issues and the temporal analysis of these illnesses - in the Brazilian Portuguese language, and initial results of a number of experiments in text classification addressing both tasks."
R19-1024,Personality-dependent Neural Text Summarization,2019,0,0,2,0,25286,pablo costa,Proceedings of the International Conference on Recent Advances in Natural Language Processing (RANLP 2019),0,"In Natural Language Generation systems, personalization strategies - i.e, the use of information about a target author to generate text that (more) closely resembles human-produced language - have long been applied to improve results. The present work addresses one such strategy - namely, the use of Big Five personality information about the target author - applied to the case of abstractive text summarization using neural sequence-to-sequence models. Initial results suggest that having access to personality information does lead to more accurate (or human-like) text summaries, and paves the way for more robust systems of this kind."
R19-1123,Moral Stance Recognition and Polarity Classification from {T}witter and Elicited Text,2019,0,0,2,0,18108,wesley santos,Proceedings of the International Conference on Recent Advances in Natural Language Processing (RANLP 2019),0,"We introduce a labelled corpus of stances about moral issues for the Brazilian Portuguese language, and present reference results for both the stance recognition and polarity classification tasks. The corpus is built from Twitter and further expanded with data elicited through crowd sourcing and labelled by their own authors. Put together, the corpus and reference results are expected to be taken as a baseline for further studies in the field of stance recognition and polarity classification from text."
L18-1183,Building a Corpus for Personality-dependent Natural Language Understanding and Generation,2018,0,5,5,0,29692,ricelli ramos,Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018),0,None
L18-1407,Author Profiling from {F}acebook Corpora,2018,0,3,3,0,29961,fernando hsieh,Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018),0,None
L18-1474,Reference production in human-computer interaction: Issues for Corpus-based Referring Expression Generation,2018,0,1,2,0,30044,danillo rocha,Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018),0,None
L18-1475,Definite Description Lexical Choice: taking Speaker{'}s Personality into account,2018,0,0,2,0,30045,alex lan,Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018),0,None
L18-1476,Referring Expression Generation in time-constrained communication,2018,0,0,2,0,30046,andre mariotti,Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018),0,None
W17-3536,Improving the generation of personalised descriptions,2017,12,1,2,0.357143,5949,thiago ferreira,Proceedings of the 10th International Conference on Natural Language Generation,0,"Referring expression generation (REG) models that use speaker-dependent information require a considerable amount of training data produced by every individual speaker, or may otherwise perform poorly. In this work we propose a simple personalised method for this task, in which speakers are grouped into profiles according to their referential behaviour. Intrinsic evaluation shows that the use of speaker{'}s profiles generally outperforms the personalised method found in previous work."
