2007.mtsummit-papers.32,J84-3009,0,0.701915,"Missing"
2016.gwc-1.19,C92-2082,0,0.148394,"ntries. Likewise, more work needs to be done to identify synsets. The word groups that we used for this study grouped morphologically similar words such as ‘gender queer’ and ‘gender-queer’. However, we did not group words like ‘agender’ and ‘genderless’ into synsets. Methods for reliably detecting synonyms of gender identity words should be developed and tested. Finally, methods also need to be developed for establishing hierarchy relations among gender identity words. Such methods may include testing established lexical patterns with English speakers who are competent with trans vocabulary (Hearst, 1992). Another approach may include leveraging the responses in question 4 of the NTDS to detect hierarchy relations. For example, if most Table 4: The ten most frequent words in the NTDS write-in fields in questions three and four participants who identify strongly as transgender also identify strongly as genderqueer but not vice versa, this could indicate that ‘genderqueer’ is a hypernym of ‘transgender’. 4.4 Future Work Wordnets have been built in some seventy different languages, and each reflects the culture of the speakers. Mapping gender identity words across languages should reveal interest"
2018.gwc-1.44,D14-1005,0,0.0222777,"t chairs often have four legs or 5 wheels; only non-default exemplars might be labeled in an ad hoc fashion as “five-legged chairs,” for example. Furthermore, the physical contexts of objects (see Figure 7) provides richer information than is found in text. In this regard, the text and 3D modalities are complementary and provide an excellent target for building multimodal distributional representations (Bruni et al., 2014). Multimodal embeddings are a promising semantic representation which has been leveraged for various Natural Language Processing and vision tasks (Silberer and Lapata, 2014; Kiela and Bottou, 2014; Lazaridou et al., 2015; Kottur et al., 2016). Another direction for future work is to leverage the object part and attributes and their correspondences to WordNet to go beyond the set of WordNet synsets and automatically induce new senses, along the lines of recent work on sense induction (Chen et al., 2015; Thomason and J. Mooney, 2017). For example, we have found that WordNet synsets do not have good coverage of some fairly modern categories of objects that we observe in Figure 7: An example of the same nightstand object (outlined in blue) in two different 3D scene contexts. A contextual e"
2018.gwc-1.44,N15-1016,0,0.0348858,"Missing"
2018.gwc-1.44,W16-3807,0,0.032934,"els. Such a link of WordNet entries to 3D data can provide much richer information than 2D image datasets. Naturally, 3D representations allow us to reason about unoccluded parts and symmetries, arrangement of objects in a physically realistic three dimensional space, and to account for empty space, a critical property of real scenes which is not observable in 2D images. Moreover, 3D representations are appropriate for computationally simulating real spaces and the actions that can be performed within them. The ability to do this is a powerful tool for investigating and understanding actions (Pustejovsky et al., 2016). Therefore, our project aims to annotate 3D models in one of the existing datasets and link them to the appropriate synset in the WordNet database at the part, attribute, and contextual level. 3 Project description Our project has so far focused on annotating part and attribute information on 3D CAD objects in SUNCG (Song et al., 2017) and linking them to the corresponding WordNet synsets. We are working with a preliminary categorization of the objects performed in prior work, which establishes their connection to WordNet synsets denoting physical objects. However, we plan to refine the granu"
2018.gwc-1.44,P14-1068,0,0.0250444,"peakers encode the fact that chairs often have four legs or 5 wheels; only non-default exemplars might be labeled in an ad hoc fashion as “five-legged chairs,” for example. Furthermore, the physical contexts of objects (see Figure 7) provides richer information than is found in text. In this regard, the text and 3D modalities are complementary and provide an excellent target for building multimodal distributional representations (Bruni et al., 2014). Multimodal embeddings are a promising semantic representation which has been leveraged for various Natural Language Processing and vision tasks (Silberer and Lapata, 2014; Kiela and Bottou, 2014; Lazaridou et al., 2015; Kottur et al., 2016). Another direction for future work is to leverage the object part and attributes and their correspondences to WordNet to go beyond the set of WordNet synsets and automatically induce new senses, along the lines of recent work on sense induction (Chen et al., 2015; Thomason and J. Mooney, 2017). For example, we have found that WordNet synsets do not have good coverage of some fairly modern categories of objects that we observe in Figure 7: An example of the same nightstand object (outlined in blue) in two different 3D scene"
2019.gwc-1.31,L16-1686,0,0.0607604,"Missing"
2019.gwc-1.31,D16-1041,0,0.0173731,"kipedia and this may require the project to adopt the more restrictive CCBY-SA license of Wikipedia. Moreover, it is not Figure 1: Screenshot of the new English WordNet interface clear how many of the entries have been reviewed by native speakers of English. Finally, a long term goal would be to introduce a principled method for introducing new synsets, which are of high quality and this would have to involve reviewing of all the links between synsets that have been introduced. It is expected that this could be achieved by a semi-automatic procedure where potential links are learnt from text (Espinosa-Anke et al., 2016) combined with a crowd-sourced reviews. Another important aspect of each synset is also its definition and as many of the definitions in WordNet are of poor quality (McCrae and Prangnawarat, 2016), it is necessary to adopt some general guidelines for writing definitions that can ensure high quality, such as those defined for ontological definitions (Sepp¨al¨a et al., 2017). Further, we will implement and further extend the validations that are available and automate the checking such that it is clear if any changes are breaking issues. In particular, we currently implement simple DTD validatio"
2019.gwc-1.31,francopoulo-etal-2006-lexical,0,0.0760954,"y of the minor errors into their own resources. 3 The Open English WordNet Project The Open English WordNet Project2 takes the form of a single Git repository, published on GitHub, and consisting for the most part of a collection of XML files describing the synsets and lexical entries in the resource. These XML files represent each of the lexicographer file sections of the original resource and a simple script is provided to stitch them together into a single XML file. The XML files are compliant with the GWC LMF model (McCrae et al., 2019)3 , which is itself based partially on the LMF model (Francopoulo et al., 2006) and in particular the WordNet (a.k.a 2 https://github.com/globalwordnet/ english-wordnet 3 https://globalwordnet.github.io/ schemas/ Kyoto) LMF variant (Soria et al., 2009). Due to its basis on LMF, a particular challenge was that the entire wordnet should be represented as a single XML document. However, due to the relative verbosity of the LMF format, the final data ended up as 97 MB, exceeding the upload limits of GitHub, so instead the single XML file was divided by lexicographer sections. Even still, this creates several very large files (over 10 MB) and this has resulted in some challen"
2019.gwc-1.31,E12-1059,0,0.150764,"Missing"
