2020.acl-main.602,P15-1034,0,0.0366732,"Missing"
2020.acl-main.602,N19-1405,0,0.0494746,"o address this issue, the community has introduced increasingly more difficult Question Answering (QA) problems, for example, so that answerFigure 1: R4 C, a new RC task extending upon the standard RC setting, requiring systems to provide not only an answer, but also a derivation. The example is taken from HotpotQA (Yang et al., 2018), where sentences [1-2, 4, 6-7] are supporting facts, and [3,5] are not. related information is scattered across several articles (Welbl et al., 2018; Yang et al., 2018) (i.e. multi-hop QA). However, recent studies show that such multi-hop QA also has weaknesses (Chen and Durrett, 2019; Min et al., 2019; Jiang et al., 2019), e.g. combining multiple sources of information is not always necessary to find answers. Another direction, which we follow, includes evaluating a systems’ reasoning (Jansen, 2018; Yang et al., 2018; Thorne and Vlachos, 2018; Camburu et al., 2018; Fan et al., 2019; Rajani et al., 2019). In 6740 Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, pages 6740–6750 c July 5 - 10, 2020. 2020 Association for Computational Linguistics the context of RC, Yang et al. (2018) propose HotpotQA, which requires systems not only to"
2020.acl-main.602,P19-1346,0,0.014447,"tpotQA (Yang et al., 2018), where sentences [1-2, 4, 6-7] are supporting facts, and [3,5] are not. related information is scattered across several articles (Welbl et al., 2018; Yang et al., 2018) (i.e. multi-hop QA). However, recent studies show that such multi-hop QA also has weaknesses (Chen and Durrett, 2019; Min et al., 2019; Jiang et al., 2019), e.g. combining multiple sources of information is not always necessary to find answers. Another direction, which we follow, includes evaluating a systems’ reasoning (Jansen, 2018; Yang et al., 2018; Thorne and Vlachos, 2018; Camburu et al., 2018; Fan et al., 2019; Rajani et al., 2019). In 6740 Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, pages 6740–6750 c July 5 - 10, 2020. 2020 Association for Computational Linguistics the context of RC, Yang et al. (2018) propose HotpotQA, which requires systems not only to give an answer but also to identify supporting facts (SFs), sentences containing information that supports the answer. SFs are defined as sentences containing information that supports the answer (see “Supporting facts” in Fig. 1 for an example). As shown in SFs [1] , [2] , and [7] , however, only a sub"
2020.acl-main.602,D16-1264,0,0.167371,"Missing"
2020.acl-main.602,C18-1283,0,0.0154463,"also a derivation. The example is taken from HotpotQA (Yang et al., 2018), where sentences [1-2, 4, 6-7] are supporting facts, and [3,5] are not. related information is scattered across several articles (Welbl et al., 2018; Yang et al., 2018) (i.e. multi-hop QA). However, recent studies show that such multi-hop QA also has weaknesses (Chen and Durrett, 2019; Min et al., 2019; Jiang et al., 2019), e.g. combining multiple sources of information is not always necessary to find answers. Another direction, which we follow, includes evaluating a systems’ reasoning (Jansen, 2018; Yang et al., 2018; Thorne and Vlachos, 2018; Camburu et al., 2018; Fan et al., 2019; Rajani et al., 2019). In 6740 Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, pages 6740–6750 c July 5 - 10, 2020. 2020 Association for Computational Linguistics the context of RC, Yang et al. (2018) propose HotpotQA, which requires systems not only to give an answer but also to identify supporting facts (SFs), sentences containing information that supports the answer. SFs are defined as sentences containing information that supports the answer (see “Supporting facts” in Fig. 1 for an example). As shown in SFs ["
2020.acl-main.602,Q18-1021,1,0.940297,"[7] Wood died only days before the scheduled release of the band’s debut album, “Apple”, thus ending the… Explanation Answer Supporting facts (SFs): Malfunkshun Output [1], [2], [4], [6], [7] R4C: Derivation [Malfunkshun] is [a rock band] [Andrew Wood] is lead singer of [Malfunkshun] [Andrew Wood] is a member of [Mother Love Bone] [Malfunkshun] is former of [Mother Love Bone] [Andrew Wood] died just before the release of [Apple] Introduction Reading comprehension (RC) has become a key benchmark for natural language understanding (NLU) systems, and a large number of datasets are now available (Welbl et al., 2018; Koˇcisk`y et al., 2018; Yang et al., 2018, i.a.). However, it has been established that these datasets suffer from annotation artifacts and other biases, which may allow systems to “cheat”: Instead of learning to read and comprehend texts in their entirety, systems learn to exploit these biases and find answers via simple heuristics, such as looking for an entity with a particular semantic type (Sugawara et al., 2018; Mudrakarta et al., 2018) (e.g. given a question starting with Who, a system finds a person entity found in a document). To address this issue, the community has introduced incr"
2020.acl-main.602,D18-1259,0,0.358136,"release of the band’s debut album, “Apple”, thus ending the… Explanation Answer Supporting facts (SFs): Malfunkshun Output [1], [2], [4], [6], [7] R4C: Derivation [Malfunkshun] is [a rock band] [Andrew Wood] is lead singer of [Malfunkshun] [Andrew Wood] is a member of [Mother Love Bone] [Malfunkshun] is former of [Mother Love Bone] [Andrew Wood] died just before the release of [Apple] Introduction Reading comprehension (RC) has become a key benchmark for natural language understanding (NLU) systems, and a large number of datasets are now available (Welbl et al., 2018; Koˇcisk`y et al., 2018; Yang et al., 2018, i.a.). However, it has been established that these datasets suffer from annotation artifacts and other biases, which may allow systems to “cheat”: Instead of learning to read and comprehend texts in their entirety, systems learn to exploit these biases and find answers via simple heuristics, such as looking for an entity with a particular semantic type (Sugawara et al., 2018; Mudrakarta et al., 2018) (e.g. given a question starting with Who, a system finds a person entity found in a document). To address this issue, the community has introduced increasingly more difficult Question Answering"
2020.acl-main.602,W18-1703,0,0.0229255,"o provide not only an answer, but also a derivation. The example is taken from HotpotQA (Yang et al., 2018), where sentences [1-2, 4, 6-7] are supporting facts, and [3,5] are not. related information is scattered across several articles (Welbl et al., 2018; Yang et al., 2018) (i.e. multi-hop QA). However, recent studies show that such multi-hop QA also has weaknesses (Chen and Durrett, 2019; Min et al., 2019; Jiang et al., 2019), e.g. combining multiple sources of information is not always necessary to find answers. Another direction, which we follow, includes evaluating a systems’ reasoning (Jansen, 2018; Yang et al., 2018; Thorne and Vlachos, 2018; Camburu et al., 2018; Fan et al., 2019; Rajani et al., 2019). In 6740 Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, pages 6740–6750 c July 5 - 10, 2020. 2020 Association for Computational Linguistics the context of RC, Yang et al. (2018) propose HotpotQA, which requires systems not only to give an answer but also to identify supporting facts (SFs), sentences containing information that supports the answer. SFs are defined as sentences containing information that supports the answer (see “Supporting facts”"
2020.acl-main.602,L18-1433,0,0.116796,"Missing"
2020.acl-main.602,P19-1261,0,0.0191287,"troduced increasingly more difficult Question Answering (QA) problems, for example, so that answerFigure 1: R4 C, a new RC task extending upon the standard RC setting, requiring systems to provide not only an answer, but also a derivation. The example is taken from HotpotQA (Yang et al., 2018), where sentences [1-2, 4, 6-7] are supporting facts, and [3,5] are not. related information is scattered across several articles (Welbl et al., 2018; Yang et al., 2018) (i.e. multi-hop QA). However, recent studies show that such multi-hop QA also has weaknesses (Chen and Durrett, 2019; Min et al., 2019; Jiang et al., 2019), e.g. combining multiple sources of information is not always necessary to find answers. Another direction, which we follow, includes evaluating a systems’ reasoning (Jansen, 2018; Yang et al., 2018; Thorne and Vlachos, 2018; Camburu et al., 2018; Fan et al., 2019; Rajani et al., 2019). In 6740 Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, pages 6740–6750 c July 5 - 10, 2020. 2020 Association for Computational Linguistics the context of RC, Yang et al. (2018) propose HotpotQA, which requires systems not only to give an answer but also to identify sup"
