2005.jeptalnrecital-court.10,devillers-etal-2004-french,1,0.869945,"Missing"
2005.jeptalnrecital-court.10,P01-1037,0,\N,Missing
2005.jeptalnrecital-long.29,P98-1052,0,0.0325592,"Missing"
2005.jeptalnrecital-long.29,P01-1012,0,0.0605697,"Missing"
2009.jeptalnrecital-court.26,rosset-petel-2006-ritel,1,0.885696,"Missing"
2009.jeptalnrecital-court.26,toney-etal-2008-evaluation,1,0.881957,"Missing"
2010.jeptalnrecital-long.27,P06-1034,0,0.0437718,"Missing"
2011.jeptalnrecital-long.10,galibert-etal-2010-named,1,0.875256,"Missing"
2011.jeptalnrecital-long.10,grishman-2010-impact,0,0.0333199,"Missing"
2011.jeptalnrecital-long.10,S07-1007,0,0.0617765,"Missing"
2011.jeptalnrecital-long.10,mota-grishman-2008-ne,0,0.0334153,"Missing"
2011.jeptalnrecital-long.10,P01-1055,0,0.0892782,"Missing"
2011.jeptalnrecital-long.6,2010.jeptalnrecital-long.39,0,0.0910184,"Missing"
2011.jeptalnrecital-long.6,C10-2030,0,0.0255174,"Missing"
2011.jeptalnrecital-long.6,W08-0615,0,0.0669835,"Missing"
2011.jeptalnrecital-long.6,P09-3003,0,0.0664102,"Missing"
2015.jeptalnrecital-long.3,P10-1052,0,0.066151,"Missing"
2015.jeptalnrecital-long.3,moriceau-tannier-2014-french,1,0.877846,"Missing"
2015.jeptalnrecital-long.3,S10-1071,0,0.0564766,"Missing"
2015.jeptalnrecital-long.3,P05-3021,0,0.110123,"Missing"
2016.jeptalnrecital-demo.18,P12-3007,0,0.0728341,"Missing"
2016.jeptalnrecital-demo.18,L16-1433,1,0.870596,"Missing"
2016.jeptalnrecital-demo.18,L16-1147,0,0.0196495,"Missing"
2016.jeptalnrecital-jep.15,goryainova-etal-2014-morpho,1,0.885485,"Missing"
2016.jeptalnrecital-jep.15,nemoto-etal-2008-speech,0,0.0782422,"Missing"
2016.jeptalnrecital-jep.15,vasilescu-etal-2012-cross,0,0.0605319,"Missing"
2016.jeptalnrecital-jep.31,H90-1021,0,0.804144,"Missing"
2016.jeptalnrecital-long.9,C08-2013,0,0.0770964,"Missing"
2017.jeptalnrecital-long.13,P14-1023,0,0.0994656,"Missing"
2017.jeptalnrecital-long.13,D07-1074,0,0.239996,"Missing"
2017.jeptalnrecital-long.13,K16-1026,0,0.0357843,"Missing"
2017.jeptalnrecital-long.13,Q15-1016,0,0.091516,"Missing"
2017.jeptalnrecital-long.13,Q15-1023,0,0.0405613,"Missing"
2017.jeptalnrecital-long.13,P09-1113,0,0.0726146,"Missing"
2017.jeptalnrecital-long.13,Q14-1019,0,0.0635932,"Missing"
2017.jeptalnrecital-long.13,D14-1167,0,0.0489415,"Missing"
2017.jeptalnrecital-long.13,K16-1025,0,0.0395777,"Missing"
2018.jeptalnrecital-court.22,N18-1118,1,0.874305,"Missing"
2018.jeptalnrecital-court.22,2007.mtsummit-papers.11,0,0.102828,"Missing"
2018.jeptalnrecital-court.22,2010.iwslt-papers.10,0,0.0478956,"Missing"
