"2021.findings-acl.360","{A} Formidable Ability: {D}etecting Adjectival Extremeness with {DSM}s","2021","-1","-1","3","0","8357","farhan samir","Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","0"
"2020.nlpcovid19-acl.13","Exploration of Gender Differences in {COVID-19} Discourse on {R}eddit","2020","-1","-1","3","0","16193","jai aggarwal","Proceedings of the 1st Workshop on {NLP} for {COVID-19} at {ACL} 2020","0"
"2020.coling-main.454","Pick a Fight or Bite your Tongue: Investigation of Gender Differences in Idiomatic Language Usage","2020","-1","-1","3","1","8815","ella rabinovich","Proceedings of the 28th International Conference on Computational Linguistics","0"
"K19-1008","Say Anything: Automatic Semantic Infelicity Detection in {L}2 {E}nglish Indefinite Pronouns","2019","27","0","4","1","8815","ella rabinovich","Proceedings of the 23rd Conference on Computational Natural Language Learning (CoNLL)","0"
"D19-5558","{C}ode{S}witch-{R}eddit: Exploration of Written Multilingual Discourse in Online Discussion Forums","2019","0","0","3","1","8815","ella rabinovich","Proceedings of the 5th Workshop on Noisy User-generated Text (W-NUT 2019)","0"
"D19-1484","{C}ode{S}witch-{R}eddit: Exploration of Written Multilingual Discourse in Online Discussion Forums","2019","0","0","3","1","8815","ella rabinovich","Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP)","0"
"W18-0105","Predicting and Explaining Human Semantic Search in a Cognitive Model","2018","0","0","3","0","28697","filip miscevic","Proceedings of the 8th Workshop on Cognitive Modeling and Computational Linguistics ({CMCL} 2018)","0"
"W18-0106","Modeling bilingual word associations as connected monolingual networks","2018","24","0","3","0","10703","yevgen matusevych","Proceedings of the 8th Workshop on Cognitive Modeling and Computational Linguistics ({CMCL} 2018)","0"
"D16-1010","Comparing Computational Cognitive Models of Generalization in a Language Acquisition Task","2016","29","4","3","1","24405","libby barak","Proceedings of the 2016 Conference on Empirical Methods in Natural Language Processing","0"
"W15-2412","Perceptual, conceptual, and frequency effects on error patterns in {E}nglish color term acquisition","2015","-1","-1","2","1","8358","barend beekhuizen","Proceedings of the Sixth Workshop on Cognitive Aspects of Computational Language Learning","0"
"D15-1207","A Computational Cognitive Model of Novel Word Generalization","2015","22","4","3","1","8252","aida nematzadeh","Proceedings of the 2015 Conference on Empirical Methods in Natural Language Processing","0"
"W14-2005","Learning Verb Classes in an Incremental Model","2014","21","7","3","1","24405","libby barak","Proceedings of the Fifth Workshop on Cognitive Modeling and Computational Linguistics","0"
"W14-2006","A Usage-Based Model of Early Grammatical Development","2014","22","3","4","1","8358","barend beekhuizen","Proceedings of the Fifth Workshop on Cognitive Modeling and Computational Linguistics","0"
"D14-1031","A Cognitive Model of Semantic Network Learning","2014","33","6","3","1","8252","aida nematzadeh","Proceedings of the 2014 Conference on Empirical Methods in Natural Language Processing ({EMNLP})","0"
"W13-3525","Acquisition of Desires before Beliefs: A Computional Investigation","2013","25","7","3","1","24405","libby barak","Proceedings of the Seventeenth Conference on Computational Natural Language Learning","0"
"W12-1701","Modeling the Acquisition of Mental State Verbs","2012","30","11","3","1","24405","libby barak","Proceedings of the 3rd Workshop on Cognitive Modeling and Computational Linguistics ({CMCL} 2012)","0"
"W12-1708","A Computational Model of Memory, Attention, and Word Learning","2012","33","5","3","1","8252","aida nematzadeh","Proceedings of the 3rd Workshop on Cognitive Modeling and Computational Linguistics ({CMCL} 2012)","0"
"S12-1014","Unsupervised Disambiguation of Image Captions","2012","16","5","5","0","42596","wesley may","*{SEM} 2012: The First Joint Conference on Lexical and Computational Semantics {--} Volume 1: Proceedings of the main conference and the shared task, and Volume 2: Proceedings of the Sixth International Workshop on Semantic Evaluation ({S}em{E}val 2012)","0"
"W11-0910","Incorporating Coercive Constructions into a Verb Lexicon","2011","22","5","6","0","5184","claire bonial","Proceedings of the {ACL} 2011 Workshop on Relational Models of Semantics","0"
"W10-2109","No Sentence Is Too Confusing To Ignore","2010","17","0","2","1","1013","paul cook","Proceedings of the 2010 Workshop on {NLP} and Linguistics: Finding the Common Ground","0"
"cook-stevenson-2010-automatically","Automatically Identifying Changes in the Semantic Orientation of Words","2010","22","36","2","1","1013","paul cook","Proceedings of the Seventh International Conference on Language Resources and Evaluation ({LREC}'10)","0"
"J10-1002","A Graph-Theoretic Framework for Semantic Distance","2010","62","18","2","1","37093","vivian tsang","Computational Linguistics","0"
"J10-1005","Automatically Identifying the Source Words of Lexical Blends in {E}nglish","2010","34","18","2","1","1013","paul cook","Computational Linguistics","0"
"W09-2010","An Unsupervised Model for Text Message Normalization","2009","13","110","2","1","1013","paul cook","Proceedings of the Workshop on Computational Approaches to Linguistic Creativity","0"
"J09-1005","Unsupervised Type and Token Identification of Idiomatic Expressions","2009","60","95","3","1","10736","afsaneh fazly","Computational Linguistics","0"
"W08-2108","Fast Mapping in Word Learning: What Probabilities Tell Us","2008","20","13","3","1","12090","afra alishahi","{C}o{NLL} 2008: Proceedings of the Twelfth Conference on Computational Natural Language Learning","0"
"W08-2112","An Incremental {B}ayesian Model for Learning Syntactic Categories","2008","17","33","3","0","44373","christopher parisien","{C}o{NLL} 2008: Proceedings of the Twelfth Conference on Computational Natural Language Learning","0"
"J08-2001","Special Issue Introduction: Semantic Role Labeling: An Introduction to the Special Issue","2008","48","167","4","0","25372","lluis marquez","Computational Linguistics","0"
"W07-1102","Distinguishing Subtypes of Multiword Expressions Using Linguistically-Motivated Statistical Measures","2007","23","57","2","1","10736","afsaneh fazly","Proceedings of the Workshop on A Broader Perspective on Multiword Expressions","0"
"W07-1106","Pulling their Weight: Exploiting Syntactic Forms for the Automatic Identification of Idiomatic Expressions in Context","2007","16","70","3","1","1013","paul cook","Proceedings of the Workshop on A Broader Perspective on Multiword Expressions","0"
"W07-0606","A Cognitive Model for the Representation and Acquisition of Verb Selectional Preferences","2007","16","6","2","1","12090","afra alishahi","Proceedings of the Workshop on Cognitive Aspects of Computational Language Acquisition","0"
"W06-3815","Context Comparison as a Minimum Cost Flow Problem","2006","13","5","2","1","37093","vivian tsang","Proceedings of {T}ext{G}raphs: the First Workshop on Graph Based Methods for Natural Language Processing","0"
"W06-1207","Classifying Particle Semantics in {E}nglish Verb-Particle Constructions","2006","24","27","2","1","1013","paul cook","Proceedings of the Workshop on Multiword Expressions: Identifying and Exploiting Underlying Properties","0"
"E06-1043","Automatically Constructing a Lexicon of Verb Phrase Idiomatic Combinations","2006","24","78","2","1","10736","afsaneh fazly","11th Conference of the {E}uropean Chapter of the Association for Computational Linguistics","0"
"Y05-1003","Automatic Acquisition of Knowledge About Multiword Predicates","2005","41","4","2","1","10736","afsaneh fazly","Proceedings of the 19th Pacific Asia Conference on Language, Information and Computation","0"
"W05-1005","Automatically Distinguishing Literal and Figurative Usages of Highly Polysemous Verbs","2005","21","12","3","1","10736","afsaneh fazly","Proceedings of the {ACL}-{SIGLEX} Workshop on Deep Lexical Acquisition","0"
"W05-0510","The Acquisition and Use of Argument Structure Constructions: A {B}ayesian Model","2005","15","6","2","1","12090","afra alishahi","Proceedings of the Workshop on Psychocomputational Models of Human Language Acquisition","0"
"H05-1111","Exploiting a Verb Lexicon in Automatic Semantic Role Labelling","2005","11","30","2","0","51122","robert swier","Proceedings of Human Language Technology Conference and Conference on Empirical Methods in Natural Language Processing","0"
"W04-3213","Unsupervised Semantic Role Labellin","2004","17","73","2","0","51122","robert swier","Proceedings of the 2004 Conference on Empirical Methods in Natural Language Processing","0"
"W04-2605","Using Selectional Profile Distance to Detect Verb Alternations","2004","21","6","2","1","37093","vivian tsang","Proceedings of the Computational Lexical Semantics Workshop at {HLT}-{NAACL} 2004","0"
"W04-2411","Calculating Semantic Distance between Word Sense Probability Distributions","2004","25","11","2","1","37093","vivian tsang","Proceedings of the Eighth Conference on Computational Natural Language Learning ({C}o{NLL}-2004) at {HLT}-{NAACL} 2004","0"
"W04-0401","Statistical Measures of the Semi-Productivity of Light Verb Constructions","2004","16","49","1","1","8359","suzanne stevenson","Proceedings of the Workshop on Multiword Expressions: Integrating Processing","0"
"W03-0604","Towards a Framework for Learning Structured Shape Models from Text-Annotated Images","2003","16","13","2","0","35281","sven wachsmuth","Proceedings of the {HLT}-{NAACL} 2003 Workshop on Learning Word Meaning from Non-Linguistic Data","0"
"W03-0410","Semi-supervised Verb Class Discovery Using Noisy Features","2003","18","31","1","1","8359","suzanne stevenson","Proceedings of the Seventh Conference on Natural Language Learning at {HLT}-{NAACL} 2003","0"
"E03-1040","A General Feature Space for Automatic Verb Classification","2003","38","23","2","0","13774","eric joanis","10th Conference of the {E}uropean Chapter of the Association for Computational Linguistics","0"
"P02-1027","A Multilingual Paradigm for Automatic Verb Classification","2002","21","37","2","0.664468","3347","paola merlo","Proceedings of the 40th Annual Meeting of the Association for Computational Linguistics","1"
"C02-1146","Crosslinguistic Transfer in Automatic Verb Classification","2002","17","8","2","1","37093","vivian tsang","{COLING} 2002: The 19th International Conference on Computational Linguistics","0"
"W01-0705","Automatic verb classification using multilingual resources","2001","16","4","2","1","37093","vivian tsang","Proceedings of the {ACL} 2001 Workshop on Computational Natural Language Learning ({C}on{LL})","0"
"J01-3003","Automatic Verb Classification Based on Statistical Distributions of Argument Structure","2001","48","170","2","0.734443","3347","paola merlo","Computational Linguistics","0"
"merlo-stevenson-2000-establishing","Establishing the Upper Bound and Inter-judge Agreement of a Verb Classification Task","2000","21","2","2","0.854143","3347","paola merlo","Proceedings of the Second International Conference on Language Resources and Evaluation ({LREC}{'}00)","0"
"C00-2118","Automatic Lexical Acquisition Based on Statistical Distributions","2000","14","10","1","1","8359","suzanne stevenson","{COLING} 2000 Volume 2: The 18th International Conference on Computational Linguistics","0"
"W99-0503","Supervised Learning of Lexical Semantic Verb Classes Using Frequency Distributions","1999","0","15","1","1","8359","suzanne stevenson","{SIGLEX}99: Standardizing Lexical Resources","0"
"E99-1007","Automatic Verb Classification Using Distributions of Grammatical Features","1999","20","32","1","1","8359","suzanne stevenson","Ninth Conference of the {E}uropean Chapter of the Association for Computational Linguistics","0"
"W98-1116","What grammars tell us about corpora: the case of reduced relative clauses","1998","10","3","2","0.854143","3347","paola merlo","Sixth Workshop on Very Large Corpora","0"
"J98-4009","Book Reviews: The Architecture of the Language Faculty","1998","-1","-1","1","1","8359","suzanne stevenson","Computational Linguistics","0"
"P93-1036","A Competition-Based Explanation of Syntactic Attachment Preferences and Garden Path Phenomena","1993","12","20","1","1","8359","suzanne stevenson","31st Annual Meeting of the Association for Computational Linguistics","1"
